🕒更新时间,#genre#
20250720 00:12:15,https://vd3.bdstatic.com/mda-pd369avvets19gch/sc/cae_h264/1680582897997490362/mda-pd369avvets19gch.mp4


🌐央视频道,#genre#
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226635/1.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226737/1.m3u8
CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV1,http://www.qinyin.eu.org:35455/mgtv/608807420.m3u8
CCTV1,https://live.tvfix.org/live/cctv1hd/index.m3u8
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://live.catvod.com/catvod.php?id=cctv1
CCTV1,http://cqcb.live.iptv.darwinchow.com/cctv1HD
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://221.226.4.10:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://121.237.204.65:35455/mgtv/608807420.m3u8
CCTV1,http://69.165.67.56/yangjuan.php?id=cctv1hd@4000000
CCTV1,http://weixin.qq.home.kg/smtv.php?id=cctv1
CCTV1,http://home.kuaidi521.com:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://3501776.xyz:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://www.douzhicloud.site:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://36.105.100.208:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://223.166.74.79:10030/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://59.174.90.205:5555/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://114.32.59.86:7000/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://lt.hxtre.com:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://yemingjkl.x3322.net:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://cc.95279527.space:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://test.smart-more.cn:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://hk-cc.960612.xyz:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://missyao.com:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://xiaoya.crccxw.top:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://vip.lqcc.xyz:35455/bptv/10000100000000050000000003864351.m3u8
CCTV1,http://api.mytv666.top/api/fh6.php?t=央视频道&id=CCTV1
CCTV1,https://guangdongcmcc.tv12.xyz/6.m3u8
CCTV1,http://58.17.48.228:808/hls/1/index.m3u8
CCTV1,http://114.226.205.65:4022/rtp/239.49.8.129:6000
CCTV1,http://114.226.205.65:4022/rtp/239.49.8.19:9614
CCTV1,http://180.105.218.230:4022/rtp/239.49.8.129:6000
CCTV1,http://180.105.218.230:4022/rtp/239.49.8.19:9614
CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
